,author,title,sentence,sentence_nr,words,kind
14069,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",But now or there was no virtue in books he had talked of some desperate adventure of the Vikings of Thorfin Karlsefnes sailing to Wineland which is America in the ninth or tenth century,9669,America,location
14073,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",It was a maddening jumble and the worst of it was that Charlie Mears in his normal condition was the last person in the world to clear it up,9673,Charlie,person
14074,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",It was a maddening jumble and the worst of it was that Charlie Mears in his normal condition was the last person in the world to clear it up,9673,Charlie,person
14076,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",There was nothing that was not possible if Charlies detestable memory only held good,9675,Charlie,person
14077,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",I might rewrite the Saga of Thorfin Karlsefne as it had never been written before might tell the story of the first discovery of America myself the discoverer,9676,Thorfin,person
14078,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",I might rewrite the Saga of Thorfin Karlsefne as it had never been written before might tell the story of the first discovery of America myself the discoverer,9676,America,location
14079,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",But I was entirely at Charlies mercy and so long as there was a threeandsixpenny Bohn volume within his reach Charlie would not tell,9677,Charlie,person
14083,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Business took him over London Bridge and I accompanied him,9681,London,location
14087,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Charlies face changed from the face of the bankclerk to that of an unknown andthough he would not have believed thisa much shrewder man,9685,Charlie,person
14090,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Charlie what do you suppose are Skroelings  Never heard of em before,9688,Charlie,person
14102,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Now it is written in the Saga of Eric the Red or that of Thorfin Karlsefne that nine hundred years ago when Karlsefnes galleys came to Leifs booths which Leif had erected in the unknown land called Markland which may or may not have been Rhode Island the Skroelingsand the Lord He knows who these may or may not have beencame to trade with the Vikings and ran away because they were frightened at the bellowing of the cattle which Thorfin had brought with him in the ships,9698,Lord,person
14105,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Now it is written in the Saga of Eric the Red or that of Thorfin Karlsefne that nine hundred years ago when Karlsefnes galleys came to Leifs booths which Leif had erected in the unknown land called Markland which may or may not have been Rhode Island the Skroelingsand the Lord He knows who these may or may not have beencame to trade with the Vikings and ran away because they were frightened at the bellowing of the cattle which Thorfin had brought with him in the ships,9698,Mark,person
14106,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Now it is written in the Saga of Eric the Red or that of Thorfin Karlsefne that nine hundred years ago when Karlsefnes galleys came to Leifs booths which Leif had erected in the unknown land called Markland which may or may not have been Rhode Island the Skroelingsand the Lord He knows who these may or may not have beencame to trade with the Vikings and ran away because they were frightened at the bellowing of the cattle which Thorfin had brought with him in the ships,9698,Thorfin,person
14107,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Now it is written in the Saga of Eric the Red or that of Thorfin Karlsefne that nine hundred years ago when Karlsefnes galleys came to Leifs booths which Leif had erected in the unknown land called Markland which may or may not have been Rhode Island the Skroelingsand the Lord He knows who these may or may not have beencame to trade with the Vikings and ran away because they were frightened at the bellowing of the cattle which Thorfin had brought with him in the ships,9698,Rhode Island,location
14111,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",If I came to full knowledge of anything at all it would not be one life of the soul in Charlie Mearss body but half a dozenhalf a dozen several and separate existences spent on blue water in the morning of the world,9702,Charlie,person
14112,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",If I came to full knowledge of anything at all it would not be one life of the soul in Charlie Mearss body but half a dozenhalf a dozen several and separate existences spent on blue water in the morning of the world,9702,Charlie,person
14116,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",It seemed bitterly unfair that Charlies memory should fail me when I needed it most,9706,Charlie,person
14117,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Great Powers aboveI looked up at them through the fog smokedid the Lords of Life and Death know what this meant to me Nothing less than eternal fame of the best kind that comes from One and is shared by one alone,9707,Lord,person
14120,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",If Charlie were permitted full recollection for one hourfor sixty short minutesof existences that had extended over a thousand yearsI would forego all profit and honor from all that I should make of his speech,9709,Charlie,person
14127,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Every Orientalist in Europe would patronize it discursively with Sanskrit and Pali texts,9715,Europe,location
14134,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Upon this I changed the terms of the bargain that I would make with the Lords of Life and Death,9721,Lord,person
14139,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",The flaming colors of an Aquarium poster caught my eye and I wondered whether it would be wise or prudent to lure Charlie into the hands of the professional mesmerist and whether if he were under his power he would speak of his past lives,9726,Charlie,person
14140,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",If he did and if people believed him but Charlie would be frightened and flustered or made conceited by the interviews,9727,Charlie,person
14144,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",They are very funny fools your English said a voice at my elbow and turning round I recognized a casual acquaintance a young Bengali law student called Grish Chunder whose father had sent him to England to become civilized,9730,England,location
14145,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",They are very funny fools your English said a voice at my elbow and turning round I recognized a casual acquaintance a young Bengali law student called Grish Chunder whose father had sent him to England to become civilized,9730,Grish Chunder,person
14146,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",They are very funny fools your English said a voice at my elbow and turning round I recognized a casual acquaintance a young Bengali law student called Grish Chunder whose father had sent him to England to become civilized,9730,Bengal,location
14148,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",The old man was a retired native official and on an income of five pounds a month contrived to allow his son two hundred pounds a year and the run of his teeth in a city where he could pretend to be the cadet of a royal house and tell stories of the brutal Indian bureaucrats who ground the faces of the poor,9731,India,location
14151,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Grish Chunder was a young fat fullbodied Bengali dressed with scrupulous care in frock coat tall hat light trousers and tan gloves,9732,Grish Chunder,person
14152,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Grish Chunder was a young fat fullbodied Bengali dressed with scrupulous care in frock coat tall hat light trousers and tan gloves,9732,Bengal,location
14153,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",But I had known him in the days when the brutal Indian Government paid for his university education and he contributed cheap sedition to  Sachi Durpan  and intrigued with the wives of his schoolmates,9733,India,location
14162,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Grish Chunder youve been too well educated to believe in a God havent you  Oah yes  here ,9741,Grish Chunder,person
14166,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",I shall very much like it said Grish Chunder unguardedly,9745,Grish Chunder,person
14171,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",I began to tell the story of Charlie in English but Grish Chunder put a question in the vernacular and the history went forward naturally in the tongue best suited for its telling,9750,Charlie,person
14172,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",I began to tell the story of Charlie in English but Grish Chunder put a question in the vernacular and the history went forward naturally in the tongue best suited for its telling,9750,Grish Chunder,person
14175,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Grish Chunder heard me nodding from time to time and then came up to my rooms where I finished the tale,9752,Grish Chunder,person
14183,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",ast yourself Grish Chunder,9760,Grish Chunder,person
14187,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Does he know that said Grish Chunder quietly swinging his legs as he sat on my table,9764,Grish Chunder,person
14213,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",When I passed my First Arts Examination in Calcutta that was all in the crambook on Wordsworth,9788,Calcutta,location
14240,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",I remembered some of Charlies confidences,9813,Charlie,person
14248,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Grish Chunder grinned,9821,Grish Chunder,person
14257,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",There was a rap at the door and Charlie charged in impetuously,9830,Charlie,person
14259,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Charlies poems were very wearying but sometimes they led him to talk about the galley,9832,Charlie,person
14260,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",Grish Chunder looked at him keenly for a minute,9833,Grish Chunder,person
14261,"Kipling, Rudyard","The Phantom 'Rickshaw, and Other Ghost Stories",I beg your pardon Charlie said uneasily I didnt know you had any one with you  I am going said Grish Chunder,9834,Charlie,person
